 ,Area,Mean,X,Y,%Area
1,505.884,118.811,112.773,11.389,7.073
2,734.302,116.599,153.420,16.056,1.957
3,1041.010,116.029,88.873,20.604,1.130
4,528.021,116.764,61.606,24.781,4.074
5,519.235,118.037,33.743,30.058,6.760
6,1055.655,116.715,14.371,35.111,3.376
7,1222.248,123.749,138.140,38.190,23.981
8,522.481,120.526,110.784,42.709,14.926
9,993.466,115.730,52.751,48.984,1.463
10,1176.703,119.002,180.328,56.486,11.314
11,798.243,124.505,151.067,59.419,28.435
12,811.170,118.246,86.496,50.599,9.502
13,919.103,115.479,36.591,73.820,1.234
14,831.307,117.532,109.200,69.243,7.271
15,582.576,115.499,72.851,70.999,1.409
16,780.540,115.729,14.417,79.654,1.730
17,1047.880,116.568,136.612,88.247,4.139
18,1076.863,115.806,198.355,88.293,2.584
19,500.003,125.073,63.189,86.265,29.623
20,755.886,119.272,167.158,88.334,11.529
21,845.340,120.754,103.274,93.410,16.877
22,1127.795,116.728,71.699,108.185,3.521
23,1008.193,117.751,36.646,114.058,6.022
24,774.977,125.045,12.691,112.480,25.057
25,798.678,124.733,183.621,114.375,26.303
26,853.433,129.067,140.811,115.315,37.253
27,984.491,132.887,103.228,123.606,46.337
28,873.017,119.386,163.045,131.931,11.276
29,669.078,126.113,125.769,136.692,30.776
30,800.231,118.873,56.807,135.135,11.509
31,0.000,NaN,NaN,NaN,NaN
32,583.800,126.155,81.485,141.452,29.501
33,440.049,121.539,184.602,141.812,18.446
34,649.352,120.375,24.319,143.365,13.361
35,784.081,131.125,143.449,155.440,42.908
36,0.000,NaN,NaN,NaN,NaN
37,408.373,128.600,109.877,153.465,31.321
38,580.659,124.142,207.058,155.492,23.152
39,596.668,122.027,55.488,158.819,19.193
40,596.880,126.490,18.672,159.575,31.048
41,812.299,130.642,90.628,165.351,38.575
42,1154.225,120.510,176.694,166.691,15.199
43,887.791,129.576,122.490,178.462,40.442
44,552.782,131.887,51.144,178.499,42.398
45,668.890,129.614,78.735,183.861,34.314
46,633.685,141.631,151.928,183.750,52.921
47,790.844,127.567,195.221,189.115,34.019
48,414.572,120.620,104.369,195.838,12.373
49,641.166,125.164,157.508,200.021,28.223
50,600.455,138.157,126.390,206.789,44.917
51,268.798,128.451,88.028,202.451,33.384
52,187.284,138.389,192.577,206.685,61.814
