 ,Area,Mean,X,Y,%Area
1,534.714,117.078,15.591,58.367,5.570
2,438.167,115.570,67.977,60.973,2.365
3,378.084,115.955,43.878,63.114,2.501
4,602.984,118.448,91.225,68.256,9.637
5,792.020,116.223,33.625,82.229,4.377
6,586.517,116.989,65.030,78.866,6.490
7,649.893,116.736,114.695,82.004,6.212
8,658.539,122.810,152.111,82.020,16.036
9,588.646,115.628,134.152,89.871,3.131
10,507.355,124.420,182.279,84.119,19.157
11,766.108,118.188,96.684,102.526,10.067
12,642.565,116.999,205.598,92.448,5.770
13,1073.334,115.243,175.759,105.681,2.238
14,593.668,116.350,74.574,97.264,5.587
15,376.567,114.564,52.738,100.595,0.606
16,341.644,114.821,29.974,107.936,1.308
17,889.732,120.310,123.727,113.199,14.002
18,588.505,115.368,46.758,120.420,2.838
19,620.369,114.519,73.892,122.561,0.631
20,828.626,118.377,158.831,126.760,10.392
21,511.966,120.433,131.051,130.138,14.362
22,604.725,118.431,190.541,131.084,10.410
23,600.632,116.255,94.183,135.010,4.831
24,626.662,114.388,33.664,141.482,0.342
25,774.953,116.445,61.473,145.243,5.217
26,450.059,115.235,16.365,147.275,3.136
27,704.295,116.130,117.846,151.982,4.361
28,804.700,115.695,173.268,151.532,3.257
29,598.032,118.593,144.012,151.887,9.541
30,600.302,118.198,93.784,156.706,9.617
31,488.193,119.646,208.422,159.996,13.020
32,240.968,123.676,187.022,163.251,20.604
33,700.531,115.958,66.195,168.418,3.195
34,536.079,115.765,38.181,169.777,3.572
35,544.007,119.905,158.481,172.996,12.634
36,615.064,123.751,126.272,175.467,20.285
37,753.145,125.276,191.115,179.928,21.101
38,688.710,123.152,92.878,181.420,18.647
39,552.805,118.266,147.352,189.245,9.343
40,437.026,121.903,114.693,192.364,16.270
41,704.554,117.871,174.198,199.287,8.120
42,406.479,123.968,129.107,205.258,16.463
43,230.934,119.623,98.958,202.280,11.241
44,704.389,116.254,13.545,114.524,5.676
45,423.558,114.990,11.896,85.778,0.755
46,486.347,118.606,211.885,191.569,10.032
