 ,Area,Mean,X,Y,%Area
1,1065.994,116.982,17.975,19.978,6.572
2,410.055,120.742,39.639,11.488,24.876
3,343.138,117.936,67.558,8.514,10.771
4,1129.535,124.284,147.306,17.680,37.672
5,1091.695,115.859,58.694,29.279,2.582
6,649.717,120.418,119.839,20.004,22.130
7,1191.818,118.697,190.601,36.496,15.449
8,999.994,124.677,160.710,39.360,40.518
9,0.000,NaN,NaN,NaN,NaN
10,946.569,119.181,94.339,31.872,17.995
11,1038.105,116.133,41.858,55.840,4.592
12,948.404,117.386,117.460,50.884,10.001
13,636.884,116.234,79.332,53.194,4.704
14,828.955,115.720,19.664,62.283,2.407
15,1330.593,116.346,146.708,72.762,5.834
16,566.591,125.747,68.628,69.395,43.123
17,772.930,119.944,179.046,69.303,22.657
18,961.096,121.900,110.747,77.709,32.206
19,0.059,114.600,195.404,68.490,0.000
20,1299.128,116.932,76.922,93.336,7.568
21,948.439,127.210,14.633,97.422,40.323
22,1079.980,119.263,40.285,99.653,19.402
23,915.704,126.391,195.120,97.370,45.279
24,909.081,130.498,152.010,100.777,57.168
25,1083.908,135.827,110.248,109.555,69.285
26,943.463,119.854,174.364,118.205,21.175
27,733.337,128.404,133.960,121.705,49.067
28,871.935,119.935,60.431,122.387,20.300
29,683.652,128.696,87.349,128.202,48.010
30,543.101,123.090,197.675,126.993,36.015
31,752.110,122.549,27.015,131.755,28.780
32,944.804,131.536,153.382,142.366,60.751
33,446.189,132.530,118.244,140.314,56.998
34,699.249,124.812,58.163,147.477,38.002
35,1227.306,120.771,189.282,153.778,26.720
36,970.529,131.579,96.484,153.223,55.638
37,573.319,132.548,21.024,149.328,59.112
38,928.584,131.454,130.613,166.990,60.392
39,332.175,126.727,8.838,166.459,44.154
40,540.431,133.039,55.394,168.003,61.421
41,831.919,118.410,32.021,173.801,12.375
42,748.605,142.604,160.505,171.875,73.702
43,856.068,128.641,205.686,177.278,51.935
44,727.609,130.906,84.524,173.428,49.761
45,539.043,120.519,111.149,185.126,21.092
46,695.626,125.350,166.812,188.719,41.967
47,735.525,133.850,61.780,193.779,59.814
48,920.656,136.248,135.254,201.817,59.710
49,762.861,127.427,91.837,199.474,44.532
50,539.725,140.116,175.799,203.067,73.978
51,410.114,143.224,201.408,200.810,85.137
52,0.000,NaN,NaN,NaN,NaN
