 ,Area,Mean,X,Y,%Area
1,513.495,120.467,127.524,11.520,24.274
2,1047.421,119.531,99.162,19.044,19.644
3,1123.007,116.655,46.014,41.505,6.467
4,1080.250,116.973,123.832,39.174,7.777
5,711.847,116.607,83.597,40.848,6.137
6,961.201,115.803,22.413,48.591,2.332
7,1480.989,116.237,153.264,60.327,4.777
8,839.600,119.355,186.731,56.316,19.579
9,612.688,125.519,72.671,58.239,45.064
10,1025.766,122.039,116.398,67.431,33.907
11,1385.901,117.040,81.811,83.157,7.653
12,1144.544,120.603,44.222,86.649,25.732
13,1046.703,128.160,16.295,84.727,46.985
14,871.053,126.790,200.741,84.490,49.793
15,930.513,130.859,157.364,89.576,63.605
16,1013.168,120.693,180.025,106.168,24.779
17,1179.468,138.619,114.546,101.100,78.234
18,768.836,132.668,140.161,112.493,62.566
19,933.124,120.556,63.579,112.771,23.913
20,585.517,125.370,203.953,115.016,46.111
21,817.522,123.311,28.522,119.402,33.858
22,725.727,130.399,90.576,121.041,58.913
23,969.706,133.920,159.232,133.135,71.275
24,492.887,136.134,123.378,132.137,68.895
25,715.881,127.867,60.609,138.036,48.695
26,1294.341,122.345,196.484,142.632,33.579
27,685.699,138.113,22.967,140.354,72.236
28,995.960,133.508,100.226,145.785,65.346
29,966.459,132.894,137.178,158.106,67.004
30,594.668,135.906,56.455,158.610,68.943
31,482.500,128.327,11.254,163.755,52.038
32,793.126,142.537,167.608,163.045,78.924
33,759.603,131.942,208.403,169.019,64.686
34,853.327,118.839,33.900,166.290,12.775
35,767.213,132.996,87.072,165.620,56.150
36,620.981,119.592,117.047,176.591,17.194
37,778.823,127.203,172.287,181.581,48.218
38,800.384,135.840,61.631,186.950,69.115
39,982.009,137.233,139.953,195.626,65.851
40,1066.594,128.371,92.707,193.964,51.042
41,474.996,147.334,207.104,193.749,90.248
42,575.401,142.950,181.567,197.406,84.129
43,599.914,139.411,117.964,209.296,77.119
