 ,Area,Mean,X,Y,%Area
1,1042.128,116.331,90.297,16.466,1.234
2,565.191,116.935,63.304,20.216,4.210
3,1099.200,116.732,15.520,30.668,2.920
4,513.801,118.429,35.182,25.533,7.452
5,1268.792,123.874,140.781,33.069,25.060
6,566.403,120.802,113.562,37.996,15.139
7,986.491,115.845,54.635,44.922,1.415
8,1185.972,118.706,183.369,51.366,9.953
9,826.685,124.805,154.124,54.993,29.546
10,843.046,118.510,88.566,46.856,10.123
11,943.299,115.625,38.442,69.294,1.241
12,848.234,117.524,111.770,65.477,6.861
13,637.190,115.925,75.370,68.217,2.001
14,773.012,115.741,16.006,75.245,1.261
15,1195.347,116.352,140.631,85.713,3.219
16,984.315,115.746,200.378,83.961,2.085
17,732.325,119.814,171.729,83.067,13.097
18,445.648,125.997,62.938,83.093,31.890
19,887.462,121.028,105.861,90.098,17.550
20,1193.006,116.743,73.087,104.673,3.466
21,1033.635,118.177,37.105,110.429,7.159
22,825.591,125.794,13.054,108.252,27.498
23,833.872,126.001,187.137,110.763,31.322
24,856.526,129.303,144.377,112.648,39.093
25,1014.133,133.475,105.146,120.575,49.639
26,876.864,119.788,165.748,128.977,12.455
27,665.185,126.733,127.987,133.652,32.079
28,835.565,119.216,57.325,132.229,12.076
29,625.686,126.381,82.962,138.813,30.551
30,498.968,121.403,187.692,138.682,18.048
31,656.339,120.969,24.491,140.661,14.972
32,839.718,131.232,145.849,153.070,44.598
33,406.279,130.221,112.254,150.080,35.295
34,388.776,125.913,209.131,154.064,27.036
35,595.397,122.216,55.789,155.909,20.084
36,586.152,127.811,19.982,157.530,34.729
37,899.142,130.381,92.643,162.967,38.882
38,1126.360,120.504,179.946,164.199,15.323
39,870.618,129.585,124.832,176.574,40.740
40,561.921,131.923,52.192,175.870,43.856
41,427.946,117.914,29.095,179.433,7.160
42,678.606,129.898,80.402,181.789,35.924
43,671.407,142.041,154.068,181.399,56.673
44,821.192,128.011,197.639,186.843,35.921
45,457.376,120.688,106.107,193.881,12.640
46,632.932,124.889,160.273,197.809,27.451
47,469.832,127.353,86.167,202.706,31.019
48,721.527,137.500,128.884,206.737,46.312
49,466.974,136.735,169.309,210.887,51.013
50,276.279,138.669,195.483,206.437,60.771
