 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,1036.336,962.951,93.329,106.696,135.354,39.569,33.347,2.484,36.218
2,958.360,605.678,50.941,147.331,128.626,39.953,30.541,179.345,24.089
3,884.508,793.214,70.148,126.772,161.808,41.944,26.850,171.774,34.655
4,484.563,1214.272,58.087,104.092,89.171,29.171,21.150,168.810,50.166
5,903.122,838.859,30.990,111.346,135.417,40.695,28.256,157.419,37.901
6,694.396,921.288,25.435,135.378,115.208,30.383,29.100,70.887,39.687
7,687.001,608.453,91.648,142.622,104.047,34.935,25.038,17.363,24.685
8,639.259,1225.716,117.278,122.283,120.651,38.753,21.003,40.252,48.438
9,574.714,701.757,125.208,144.349,94.419,29.737,24.608,157.485,31.154
10,632.014,1036.440,142.463,128.143,122.083,30.603,26.295,95.023,40.380
11,384.350,1100.054,174.619,154.028,79.914,29.089,16.823,28.874,44.607
12,586.687,961.733,157.045,145.624,110.016,32.510,22.977,39.414,37.807
13,454.227,951.063,165.129,115.351,114.234,36.254,15.952,13.561,38.321
14,675.631,982.695,167.940,99.954,125.983,41.900,20.531,174.620,36.054
15,685.189,983.424,198.384,128.973,107.264,38.559,22.625,76.375,41.160
16,614.960,1013.770,179.180,127.178,128.965,35.411,22.111,56.512,42.073
17,463.081,877.584,170.236,80.300,138.834,39.057,15.096,130.590,37.099
18,547.095,736.551,187.660,84.241,112.952,43.762,15.918,118.968,27.687
19,1029.796,753.369,197.503,66.483,173.148,42.656,30.738,116.932,28.886
20,598.409,585.276,162.970,51.519,104.826,34.150,22.311,112.731,18.806
21,423.338,448.244,176.805,38.676,82.089,27.852,19.353,129.084,15.663
22,768.147,923.116,136.205,45.327,140.017,39.552,24.728,158.895,38.634
23,538.643,975.522,138.264,67.413,94.631,30.577,22.430,6.602,41.113
24,885.011,829.987,142.439,91.447,142.132,42.537,26.491,62.660,35.658
25,618.431,965.150,117.600,92.944,106.031,32.367,24.328,114.894,37.843
26,825.598,919.562,78.545,84.311,131.353,41.733,25.188,19.643,36.597
27,766.839,926.560,51.023,75.179,111.243,33.815,28.874,4.166,36.187
28,583.971,1072.729,30.241,87.096,112.362,33.943,21.905,153.038,45.391
29,562.942,290.874,19.174,62.817,96.648,28.370,25.264,127.263,5.121
30,751.746,695.404,46.688,51.379,122.087,38.594,24.801,18.119,28.475
31,987.639,736.832,110.036,63.982,133.433,38.796,32.413,68.774,29.870
32,731.875,1003.156,78.342,58.425,108.854,35.509,26.243,163.573,38.940
33,294.501,938.474,59.911,33.449,75.989,25.584,14.656,165.674,40.519
34,802.758,538.908,89.887,37.832,125.399,41.344,24.722,168.537,19.841
35,644.843,680.513,111.512,24.847,116.591,33.812,24.282,160.001,29.856
