 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,893.765,1068.388,103.681,17.030,133.551,44.837,25.380,177.652,91.760
2,1280.127,1013.405,56.363,29.813,147.254,47.595,34.245,44.762,76.629
3,964.900,924.003,171.374,25.505,124.611,37.062,33.149,89.335,69.906
4,773.530,800.826,26.598,25.740,111.818,35.934,27.409,64.756,69.752
5,1435.578,1274.865,144.078,38.633,162.448,59.167,30.893,137.487,85.643
6,1039.556,1807.106,90.527,40.481,130.574,40.811,32.433,8.471,91.681
7,909.058,993.087,193.891,50.932,126.927,38.102,30.377,160.665,72.042
8,1173.173,1303.014,124.581,57.824,141.052,46.923,31.833,135.403,80.377
9,924.050,1110.470,26.450,60.214,127.837,42.465,27.706,53.623,79.992
10,788.018,1347.135,65.329,60.952,112.608,36.642,27.382,135.324,78.652
11,1452.682,993.858,183.786,78.630,168.642,57.338,32.258,131.467,61.858
12,1057.617,2003.511,100.684,73.240,138.241,48.581,27.719,150.789,94.777
13,1221.016,1254.026,46.672,83.603,146.933,41.631,37.344,61.940,87.343
14,1056.007,1763.906,152.146,83.949,133.915,41.029,32.771,117.767,97.608
15,562.036,2628.961,86.103,89.827,102.698,38.440,18.616,148.666,99.678
16,1131.015,1356.685,16.982,103.072,137.725,46.786,30.780,73.242,89.667
17,1245.415,1469.464,128.972,102.635,149.557,52.449,30.233,156.634,83.749
18,1300.300,1071.893,67.752,109.390,153.566,51.437,32.187,6.860,80.129
19,907.650,1524.342,214.038,119.727,130.311,49.749,23.230,111.184,81.643
20,1183.536,2070.178,183.041,114.127,151.382,50.004,30.136,146.302,95.881
21,1246.471,1987.041,114.051,124.879,151.635,52.472,30.246,149.286,96.860
22,962.334,768.072,34.053,128.733,125.917,36.762,33.330,30.700,60.542
23,1454.292,1438.166,157.221,136.000,151.731,44.177,41.914,103.085,88.111
24,1359.060,1827.702,77.312,139.052,148.106,45.708,37.858,174.705,84.771
25,890.746,2022.425,194.283,145.903,119.553,38.794,29.235,175.725,91.991
26,1278.668,1277.486,15.919,158.144,144.311,45.916,35.457,104.582,76.539
27,1162.659,1853.056,51.923,160.041,143.801,43.215,34.256,165.057,98.040
28,1285.258,1793.521,114.483,155.744,159.081,53.361,30.667,7.496,92.164
29,1083.777,1790.188,165.896,172.475,138.285,42.189,32.708,103.019,89.616
30,1485.684,1064.462,198.599,178.600,155.381,50.143,37.725,60.940,84.261
31,1452.632,1160.385,134.694,183.511,153.195,43.674,42.349,106.573,71.664
32,859.556,2210.995,93.995,179.394,122.862,41.234,26.542,137.219,96.131
33,1449.362,1161.455,63.331,191.140,158.762,50.155,36.793,169.474,82.065
34,1129.607,1303.824,23.493,193.647,138.121,41.554,34.612,147.844,80.048
35,1251.653,794.441,111.907,209.730,156.956,51.561,30.908,165.474,78.332
36,1048.461,1178.945,164.176,208.484,129.958,41.377,32.263,16.446,93.786
37,817.549,1596.759,197.710,216.780,122.920,37.652,27.646,158.240,94.511
