 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,684.334,1409.509,142.067,12.483,104.179,36.095,24.140,178.473,98.772
2,983.463,1089.955,105.014,21.395,140.257,46.515,26.920,174.273,93.483
3,980.747,1026.413,171.500,30.751,126.614,38.901,32.100,81.109,74.773
4,1321.228,1057.816,56.585,35.559,149.520,48.846,34.439,45.119,81.716
5,757.834,851.429,26.121,31.744,110.209,33.933,28.436,59.655,75.392
6,1450.167,1371.814,145.508,45.095,164.111,59.496,31.034,134.322,89.634
7,1066.622,1907.129,91.651,45.214,131.045,40.376,33.636,10.285,93.675
8,1061.943,1016.717,195.669,54.513,132.640,38.568,35.058,177.128,75.338
9,1167.690,1439.033,125.720,63.788,140.386,48.240,30.820,132.571,84.796
10,954.385,1180.947,25.779,66.675,130.516,44.348,27.400,54.175,82.921
11,813.927,1424.493,66.092,66.217,114.412,36.039,28.756,142.815,81.834
12,1469.887,1061.917,185.915,85.120,169.299,57.644,32.467,130.664,66.428
13,1069.791,2135.444,101.163,78.490,138.930,46.985,28.990,151.072,96.802
14,1301.256,1320.486,46.487,89.989,153.671,44.167,37.513,60.476,90.126
15,1099.120,1872.902,153.401,90.539,136.375,41.061,34.082,123.598,98.668
16,586.033,2808.137,85.919,95.762,104.229,38.690,19.286,149.160,99.845
17,1157.578,1396.629,15.813,110.773,145.527,50.454,29.212,74.481,91.786
18,1281.938,1580.276,129.676,108.828,153.649,54.600,29.894,153.072,87.658
19,1317.606,1071.806,67.830,116.088,151.468,51.209,32.760,4.064,82.826
20,1260.407,2233.768,185.466,121.693,158.994,52.586,30.518,141.906,97.446
21,897.337,1584.371,215.564,126.126,132.721,51.534,22.170,105.292,83.691
22,1285.912,2095.461,114.249,130.192,153.244,54.429,30.081,150.766,98.153
23,944.978,864.168,34.392,135.096,123.062,35.076,34.302,89.199,69.037
24,1462.291,1535.745,158.853,142.805,154.445,45.981,40.491,89.256,91.867
25,1396.388,1873.604,76.841,146.086,155.809,49.215,36.126,171.504,87.873
26,923.597,2097.624,196.038,154.349,121.850,40.978,28.698,173.114,94.090
27,1359.362,1371.013,16.949,165.746,147.832,47.473,36.458,101.862,80.308
28,1355.739,1956.007,116.565,161.580,161.917,54.389,31.737,7.683,95.373
29,1144.297,1862.468,53.773,167.572,142.010,45.801,31.810,163.500,99.151
30,1062.245,1892.704,168.317,179.856,140.306,42.842,31.569,104.274,92.910
31,1516.422,1124.816,201.395,187.175,152.953,48.778,39.583,59.034,88.472
32,1476.276,1227.037,137.645,190.689,151.214,45.149,41.632,134.146,77.195
33,887.527,2324.587,97.355,186.599,125.762,42.689,26.472,139.035,97.648
34,1499.820,1225.246,65.497,197.956,165.894,53.446,35.730,168.507,85.372
35,1149.780,1357.515,24.416,201.846,139.925,41.027,35.682,159.790,84.214
36,1106.918,828.522,113.248,215.544,147.059,51.588,27.320,173.383,81.616
37,950.109,1245.902,167.427,214.997,125.399,42.543,28.435,11.613,96.516
